Country,Code,Continent Region,Year,Environmental_factors,
South Africa,ZAF,Africa,2019,Outdoor_air_pollution_per_100k_people,43.69476125
South Africa,ZAF,Africa,2019,Unsafe_water_source_per_100k_people,16.36509202
South Africa,ZAF,Africa,2019,Secondhand_smoke_per_100k_people,12.5621793
South Africa,ZAF,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.901932711
South Africa,ZAF,Africa,2019,Air_pollution_per_100k_people,51.35395485
South Sudan,SSD,Africa,2019,Outdoor_air_pollution_per_100k_people,13.79255424
South Sudan,SSD,Africa,2019,Unsafe_water_source_per_100k_people,57.40038014
South Sudan,SSD,Africa,2019,Secondhand_smoke_per_100k_people,5.005902754
South Sudan,SSD,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,73.49009817
South Sudan,SSD,Africa,2019,Air_pollution_per_100k_people,86.98593542
Spain,ESP,Europe,2019,Outdoor_air_pollution_per_100k_people,24.97940112
Spain,ESP,Europe,2019,Unsafe_water_source_per_100k_people,0.110321799
Spain,ESP,Europe,2019,Secondhand_smoke_per_100k_people,12.00386033
Spain,ESP,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.377640003
Spain,ESP,Europe,2019,Air_pollution_per_100k_people,25.00273842
Sri Lanka,LKA,Asia,2019,Outdoor_air_pollution_per_100k_people,34.57322387
Sri Lanka,LKA,Asia,2019,Unsafe_water_source_per_100k_people,3.430720543
Sri Lanka,LKA,Asia,2019,Secondhand_smoke_per_100k_people,13.88341054
Sri Lanka,LKA,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,30.46828418
Sri Lanka,LKA,Asia,2019,Air_pollution_per_100k_people,64.73421089
Sudan,SDN,Africa,2019,Outdoor_air_pollution_per_100k_people,39.3365179
Sudan,SDN,Africa,2019,Unsafe_water_source_per_100k_people,12.67576844
Sudan,SDN,Africa,2019,Secondhand_smoke_per_100k_people,10.56622449
Sudan,SDN,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,26.16112063
Sudan,SDN,Africa,2019,Air_pollution_per_100k_people,65.14373477
Suriname,SUR,South America,2019,Outdoor_air_pollution_per_100k_people,43.47818844
Suriname,SUR,South America,2019,Unsafe_water_source_per_100k_people,4.830909827
Suriname,SUR,South America,2019,Secondhand_smoke_per_100k_people,15.82539426
Suriname,SUR,South America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.829405582
Suriname,SUR,South America,2019,Air_pollution_per_100k_people,51.30759402
Sweden,SWE,Europe,2019,Outdoor_air_pollution_per_100k_people,7.364610585
Sweden,SWE,Europe,2019,Unsafe_water_source_per_100k_people,0.184844916
Sweden,SWE,Europe,2019,Secondhand_smoke_per_100k_people,7.189494349
Sweden,SWE,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.029186039
Sweden,SWE,Europe,2019,Air_pollution_per_100k_people,7.374339265
Switzerland,CHE,Europe,2019,Outdoor_air_pollution_per_100k_people,18.90317284
Switzerland,CHE,Europe,2019,Unsafe_water_source_per_100k_people,0.058307134
Switzerland,CHE,Europe,2019,Secondhand_smoke_per_100k_people,7.894785943
Switzerland,CHE,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.011661427
Switzerland,CHE,Europe,2019,Air_pollution_per_100k_people,18.75157429
Tajikistan,TJK,Asia,2019,Outdoor_air_pollution_per_100k_people,52.37226549
Tajikistan,TJK,Asia,2019,Unsafe_water_source_per_100k_people,5.890541108
Tajikistan,TJK,Asia,2019,Secondhand_smoke_per_100k_people,14.60854195
Tajikistan,TJK,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,27.92116485
Tajikistan,TJK,Asia,2019,Air_pollution_per_100k_people,79.8436072
Tanzania,TZA,Africa,2019,Outdoor_air_pollution_per_100k_people,10.73446327
Tanzania,TZA,Africa,2019,Unsafe_water_source_per_100k_people,22.05183111
Tanzania,TZA,Africa,2019,Secondhand_smoke_per_100k_people,6.039492637
Tanzania,TZA,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,65.41391845
Tanzania,TZA,Africa,2019,Air_pollution_per_100k_people,75.97969013
Thailand,THA,Asia,2019,Outdoor_air_pollution_per_100k_people,47.36090235
Thailand,THA,Asia,2019,Unsafe_water_source_per_100k_people,7.025883002
Thailand,THA,Asia,2019,Secondhand_smoke_per_100k_people,13.23137847
Thailand,THA,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,10.44767033
Thailand,THA,Asia,2019,Air_pollution_per_100k_people,57.32615676
Togo,TGO,Africa,2019,Outdoor_air_pollution_per_100k_people,20.61119284
Togo,TGO,Africa,2019,Unsafe_water_source_per_100k_people,61.11782784
Togo,TGO,Africa,2019,Secondhand_smoke_per_100k_people,6.211259995
Togo,TGO,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,61.38471792
Togo,TGO,Africa,2019,Air_pollution_per_100k_people,81.43786787
Tonga,TON,Oceania,2019,Outdoor_air_pollution_per_100k_people,20.00933769
Tonga,TON,Oceania,2019,Unsafe_water_source_per_100k_people,1.905651209
Tonga,TON,Oceania,2019,Secondhand_smoke_per_100k_people,24.77346571
Tonga,TON,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,29.53759373
Tonga,TON,Oceania,2019,Air_pollution_per_100k_people,49.54693143
Trinidad and Tobago,TTO,North America,2019,Outdoor_air_pollution_per_100k_people,58.62015652
Trinidad and Tobago,TTO,North America,2019,Unsafe_water_source_per_100k_people,1.118454165
Trinidad and Tobago,TTO,North America,2019,Secondhand_smoke_per_100k_people,18.75055512
Trinidad and Tobago,TTO,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.065791421
Trinidad and Tobago,TTO,North America,2019,Air_pollution_per_100k_people,58.68594794
Tunisia,TUN,Africa,2019,Outdoor_air_pollution_per_100k_people,62.6840665
Tunisia,TUN,Africa,2019,Unsafe_water_source_per_100k_people,0.630741302
Tunisia,TUN,Africa,2019,Secondhand_smoke_per_100k_people,19.95964252
Tunisia,TUN,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.174283781
Tunisia,TUN,Africa,2019,Air_pollution_per_100k_people,62.49318426
Turkmenistan,TKM,Asia,2019,Outdoor_air_pollution_per_100k_people,58.58645562
Turkmenistan,TKM,Asia,2019,Unsafe_water_source_per_100k_people,0.763182764
Turkmenistan,TKM,Asia,2019,Secondhand_smoke_per_100k_people,23.96718639
Turkmenistan,TKM,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.081189656
Turkmenistan,TKM,Asia,2019,Air_pollution_per_100k_people,58.58645562
Tuvalu,TUV,Oceania,2019,Outdoor_air_pollution_per_100k_people,18.25483753
Tuvalu,TUV,Oceania,2019,Unsafe_water_source_per_100k_people,9.127418766
Tuvalu,TUV,Oceania,2019,Secondhand_smoke_per_100k_people,45.63709383
Tuvalu,TUV,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,18.25483753
Tuvalu,TUV,Oceania,2019,Air_pollution_per_100k_people,36.50967506
Uganda,UGA,Africa,2019,Outdoor_air_pollution_per_100k_people,11.1946519
Uganda,UGA,Africa,2019,Unsafe_water_source_per_100k_people,21.41838661
Uganda,UGA,Africa,2019,Secondhand_smoke_per_100k_people,2.849886424
Uganda,UGA,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,53.55411571
Uganda,UGA,Africa,2019,Air_pollution_per_100k_people,64.44142692
Ukraine,UKR,Europe,2019,Outdoor_air_pollution_per_100k_people,97.90880288
Ukraine,UKR,Europe,2019,Unsafe_water_source_per_100k_people,0.099129903
Ukraine,UKR,Europe,2019,Secondhand_smoke_per_100k_people,36.22296775
Ukraine,UKR,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,6.146053989
Ukraine,UKR,Europe,2019,Air_pollution_per_100k_people,103.9264386
United Arab Emirates,ARE,Asia,2019,Outdoor_air_pollution_per_100k_people,36.92061048
United Arab Emirates,ARE,Asia,2019,Unsafe_water_source_per_100k_people,0.282251065
United Arab Emirates,ARE,Asia,2019,Secondhand_smoke_per_100k_people,10.17189416
United Arab Emirates,ARE,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
United Arab Emirates,ARE,Asia,2019,Air_pollution_per_100k_people,36.48637808
United Kingdom,GBR,Europe,2019,Outdoor_air_pollution_per_100k_people,22.51769461
United Kingdom,GBR,Europe,2019,Unsafe_water_source_per_100k_people,0.059847693
United Kingdom,GBR,Europe,2019,Secondhand_smoke_per_100k_people,12.38398394
United Kingdom,GBR,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.017954308
United Kingdom,GBR,Europe,2019,Air_pollution_per_100k_people,22.48178599
United States,USA,North America,2019,Outdoor_air_pollution_per_100k_people,18.44851481
United States,USA,North America,2019,Unsafe_water_source_per_100k_people,0.116346376
United States,USA,North America,2019,Secondhand_smoke_per_100k_people,10.83757351
United States,USA,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.04568575
United States,USA,North America,2019,Air_pollution_per_100k_people,18.34404673
Uruguay,URY,South America,2019,Outdoor_air_pollution_per_100k_people,22.4302293
Uruguay,URY,South America,2019,Unsafe_water_source_per_100k_people,1.662578765
Uruguay,URY,South America,2019,Secondhand_smoke_per_100k_people,23.01359027
Uruguay,URY,South America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,1.545906571
Uruguay,URY,South America,2019,Air_pollution_per_100k_people,23.91779977
Uzbekistan,UZB,Asia,2019,Outdoor_air_pollution_per_100k_people,80.37736355
Uzbekistan,UZB,Asia,2019,Unsafe_water_source_per_100k_people,0.256102155
Uzbekistan,UZB,Asia,2019,Secondhand_smoke_per_100k_people,18.09987091
Uzbekistan,UZB,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,9.422176958
Uzbekistan,UZB,Asia,2019,Air_pollution_per_100k_people,89.62384252
Vanuatu,VUT,Oceania,2019,Outdoor_air_pollution_per_100k_people,18.06809372
Vanuatu,VUT,Oceania,2019,Unsafe_water_source_per_100k_people,18.39660451
Vanuatu,VUT,Oceania,2019,Secondhand_smoke_per_100k_people,21.02469087
Vanuatu,VUT,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,118.5923969
Vanuatu,VUT,Oceania,2019,Air_pollution_per_100k_people,136.6604907
Vietnam,VNM,Asia,2019,Outdoor_air_pollution_per_100k_people,40.48583165
Vietnam,VNM,Asia,2019,Unsafe_water_source_per_100k_people,1.306162972
Vietnam,VNM,Asia,2019,Secondhand_smoke_per_100k_people,19.92655501
Vietnam,VNM,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,34.71302983
Vietnam,VNM,Asia,2019,Air_pollution_per_100k_people,74.86266286
Zambia,ZMB,Africa,2019,Outdoor_air_pollution_per_100k_people,16.5828123
Zambia,ZMB,Africa,2019,Unsafe_water_source_per_100k_people,32.1808841
Zambia,ZMB,Africa,2019,Secondhand_smoke_per_100k_people,4.999870243
Zambia,ZMB,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,47.99657811
Zambia,ZMB,Africa,2019,Air_pollution_per_100k_people,64.34000597
Zimbabwe,ZWE,Africa,2019,Outdoor_air_pollution_per_100k_people,17.45404376
Zimbabwe,ZWE,Africa,2019,Unsafe_water_source_per_100k_people,25.49071914
Zimbabwe,ZWE,Africa,2019,Secondhand_smoke_per_100k_people,10.71990897
Zimbabwe,ZWE,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,65.25077032
Zimbabwe,ZWE,Africa,2019,Air_pollution_per_100k_people,82.49640759
