Country,Code,Continent Region,Year,Environmental_factors,
Italy,ITA,Europe,2019,Air_pollution_per_100k_people,46.71426302
Jamaica,JAM,North America,2019,Outdoor_air_pollution_per_100k_people,34.2600487
Jamaica,JAM,North America,2019,Unsafe_water_source_per_100k_people,1.137263027
Jamaica,JAM,North America,2019,Secondhand_smoke_per_100k_people,12.08341966
Jamaica,JAM,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.072354451
Jamaica,JAM,North America,2019,Air_pollution_per_100k_people,41.22578474
Japan,JPN,Asia,2019,Outdoor_air_pollution_per_100k_people,33.75265531
Japan,JPN,Asia,2019,Unsafe_water_source_per_100k_people,0.428008497
Japan,JPN,Asia,2019,Secondhand_smoke_per_100k_people,13.26352531
Japan,JPN,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.07501994
Japan,JPN,Asia,2019,Air_pollution_per_100k_people,33.61288132
Jordan,JOR,Asia,2019,Outdoor_air_pollution_per_100k_people,29.39614156
Jordan,JOR,Asia,2019,Unsafe_water_source_per_100k_people,0.271061401
Jordan,JOR,Asia,2019,Secondhand_smoke_per_100k_people,9.477802081
Jordan,JOR,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.01869389
Jordan,JOR,Asia,2019,Air_pollution_per_100k_people,29.26528433
Kazakhstan,KAZ,Asia,2019,Outdoor_air_pollution_per_100k_people,57.81672821
Kazakhstan,KAZ,Asia,2019,Unsafe_water_source_per_100k_people,0.156640986
Kazakhstan,KAZ,Asia,2019,Secondhand_smoke_per_100k_people,19.20742578
Kazakhstan,KAZ,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.691612572
Kazakhstan,KAZ,Asia,2019,Air_pollution_per_100k_people,65.027615
Kenya,KEN,Africa,2019,Outdoor_air_pollution_per_100k_people,11.26170109
Kenya,KEN,Africa,2019,Unsafe_water_source_per_100k_people,30.23466457
Kenya,KEN,Africa,2019,Secondhand_smoke_per_100k_people,3.595579714
Kenya,KEN,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,43.39228815
Kenya,KEN,Africa,2019,Air_pollution_per_100k_people,54.44202275
Kiribati,KIR,Oceania,2019,Outdoor_air_pollution_per_100k_people,16.09774551
Kiribati,KIR,Oceania,2019,Unsafe_water_source_per_100k_people,27.36616737
Kiribati,KIR,Oceania,2019,Secondhand_smoke_per_100k_people,41.85413833
Kiribati,KIR,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,107.0500076
Kiribati,KIR,Oceania,2019,Air_pollution_per_100k_people,122.3428659
Kuwait,KWT,Asia,2019,Outdoor_air_pollution_per_100k_people,34.92378014
Kuwait,KWT,Asia,2019,Unsafe_water_source_per_100k_people,0.045033888
Kuwait,KWT,Asia,2019,Secondhand_smoke_per_100k_people,8.038549008
Kuwait,KWT,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.022516944
Kuwait,KWT,Asia,2019,Air_pollution_per_100k_people,34.74364459
Latvia,LVA,Europe,2019,Outdoor_air_pollution_per_100k_people,59.09640499
Latvia,LVA,Europe,2019,Unsafe_water_source_per_100k_people,0.052251463
Latvia,LVA,Europe,2019,Secondhand_smoke_per_100k_people,25.9167258
Latvia,LVA,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,5.434152183
Latvia,LVA,Europe,2019,Air_pollution_per_100k_people,64.47830571
Lebanon,LBN,Asia,2019,Outdoor_air_pollution_per_100k_people,58.61387947
Lebanon,LBN,Asia,2019,Unsafe_water_source_per_100k_people,0.691813272
Lebanon,LBN,Asia,2019,Secondhand_smoke_per_100k_people,23.38328859
Lebanon,LBN,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.172953318
Lebanon,LBN,Asia,2019,Air_pollution_per_100k_people,58.49281215
Lesotho,LSO,Africa,2019,Outdoor_air_pollution_per_100k_people,39.71780589
Lesotho,LSO,Africa,2019,Unsafe_water_source_per_100k_people,54.72430721
Lesotho,LSO,Africa,2019,Secondhand_smoke_per_100k_people,21.65608873
Lesotho,LSO,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,73.37010975
Lesotho,LSO,Africa,2019,Air_pollution_per_100k_people,112.279182
Liberia,LBR,Africa,2019,Outdoor_air_pollution_per_100k_people,13.47965986
Liberia,LBR,Africa,2019,Unsafe_water_source_per_100k_people,41.32157634
Liberia,LBR,Africa,2019,Secondhand_smoke_per_100k_people,3.470210052
Liberia,LBR,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,54.44017388
Liberia,LBR,Africa,2019,Air_pollution_per_100k_people,67.71924356
Libya,LBY,Africa,2019,Outdoor_air_pollution_per_100k_people,52.67093393
Libya,LBY,Africa,2019,Unsafe_water_source_per_100k_people,0.563244091
Libya,LBY,Africa,2019,Secondhand_smoke_per_100k_people,17.67368621
Libya,LBY,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.121782506
Libya,LBY,Africa,2019,Air_pollution_per_100k_people,52.44259173
Lithuania,LTU,Europe,2019,Outdoor_air_pollution_per_100k_people,45.81020902
Lithuania,LTU,Europe,2019,Unsafe_water_source_per_100k_people,0.178946129
Lithuania,LTU,Europe,2019,Secondhand_smoke_per_100k_people,20.61459406
Lithuania,LTU,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,2.183142774
Lithuania,LTU,Europe,2019,Air_pollution_per_100k_people,47.95756257
Luxembourg,LUX,Europe,2019,Outdoor_air_pollution_per_100k_people,16.61287643
Luxembourg,LUX,Europe,2019,Unsafe_water_source_per_100k_people,0
Luxembourg,LUX,Europe,2019,Secondhand_smoke_per_100k_people,8.064503122
Luxembourg,LUX,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Luxembourg,LUX,Europe,2019,Air_pollution_per_100k_people,16.45158637
Madagascar,MDG,Africa,2019,Outdoor_air_pollution_per_100k_people,8.517010813
Madagascar,MDG,Africa,2019,Unsafe_water_source_per_100k_people,56.93866888
Madagascar,MDG,Africa,2019,Secondhand_smoke_per_100k_people,5.291805866
Madagascar,MDG,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,77.93882091
Madagascar,MDG,Africa,2019,Air_pollution_per_100k_people,86.25244042
Malawi,MWI,Africa,2019,Outdoor_air_pollution_per_100k_people,7.308927593
Malawi,MWI,Africa,2019,Unsafe_water_source_per_100k_people,34.30266815
Malawi,MWI,Africa,2019,Secondhand_smoke_per_100k_people,3.688914869
Malawi,MWI,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,65.61074305
Malawi,MWI,Africa,2019,Air_pollution_per_100k_people,72.70236388
Malaysia,MYS,Asia,2019,Outdoor_air_pollution_per_100k_people,33.19105402
Malaysia,MYS,Asia,2019,Unsafe_water_source_per_100k_people,2.213143389
Malaysia,MYS,Asia,2019,Secondhand_smoke_per_100k_people,18.18069859
Malaysia,MYS,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.338373163
Malaysia,MYS,Asia,2019,Air_pollution_per_100k_people,33.41053932
Maldives,MDV,Asia,2019,Outdoor_air_pollution_per_100k_people,11.69456183
Maldives,MDV,Asia,2019,Unsafe_water_source_per_100k_people,1.783916211
Maldives,MDV,Asia,2019,Secondhand_smoke_per_100k_people,9.11779397
Maldives,MDV,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,4.558896985
Maldives,MDV,Asia,2019,Air_pollution_per_100k_people,16.0552459
Mali,MLI,Africa,2019,Outdoor_air_pollution_per_100k_people,16.64768519
Mali,MLI,Africa,2019,Unsafe_water_source_per_100k_people,57.76610625
Mali,MLI,Africa,2019,Secondhand_smoke_per_100k_people,6.004641126
Mali,MLI,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,109.7852604
Mali,MLI,Africa,2019,Air_pollution_per_100k_people,125.791154
Malta,MLT,Europe,2019,Outdoor_air_pollution_per_100k_people,32.33729184
Malta,MLT,Europe,2019,Unsafe_water_source_per_100k_people,0
Malta,MLT,Europe,2019,Secondhand_smoke_per_100k_people,10.71296785
Malta,MLT,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Malta,MLT,Europe,2019,Air_pollution_per_100k_people,32.13890355
Marshall Islands,MHL,Oceania,2019,Outdoor_air_pollution_per_100k_people,26.82883205
Marshall Islands,MHL,Oceania,2019,Unsafe_water_source_per_100k_people,8.942944017
Marshall Islands,MHL,Oceania,2019,Secondhand_smoke_per_100k_people,35.77177607
Marshall Islands,MHL,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,53.6576641
Marshall Islands,MHL,Oceania,2019,Air_pollution_per_100k_people,80.48649615
Mauritania,MRT,Africa,2019,Outdoor_air_pollution_per_100k_people,32.57411466
Mauritania,MRT,Africa,2019,Unsafe_water_source_per_100k_people,29.17527497
Mauritania,MRT,Africa,2019,Secondhand_smoke_per_100k_people,4.813121985
Mauritania,MRT,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,27.55569364
Mauritania,MRT,Africa,2019,Air_pollution_per_100k_people,59.94732027
Mauritius,MUS,Africa,2019,Outdoor_air_pollution_per_100k_people,47.86786573
Mauritius,MUS,Africa,2019,Unsafe_water_source_per_100k_people,0.473939265
Mauritius,MUS,Africa,2019,Secondhand_smoke_per_100k_people,31.04302184
Mauritius,MUS,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,1.105858284
Mauritius,MUS,Africa,2019,Air_pollution_per_100k_people,49.05271389
Mexico,MEX,North America,2019,Outdoor_air_pollution_per_100k_people,31.06200056
Mexico,MEX,North America,2019,Unsafe_water_source_per_100k_people,1.91389379
Mexico,MEX,North America,2019,Secondhand_smoke_per_100k_people,8.360693927
Mexico,MEX,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.87782348
Mexico,MEX,North America,2019,Air_pollution_per_100k_people,38.63922919
Moldova,MDA,Europe,2019,Outdoor_air_pollution_per_100k_people,80.36111078
Moldova,MDA,Europe,2019,Unsafe_water_source_per_100k_people,0.187671907
Moldova,MDA,Europe,2019,Secondhand_smoke_per_100k_people,27.43763287
Moldova,MDA,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,10.58469558
Moldova,MDA,Europe,2019,Air_pollution_per_100k_people,90.79566883
Monaco,MCO,Europe,2019,Outdoor_air_pollution_per_100k_people,45.90376411
Monaco,MCO,Europe,2019,Unsafe_water_source_per_100k_people,0
Monaco,MCO,Europe,2019,Secondhand_smoke_per_100k_people,18.90154993
Monaco,MCO,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Monaco,MCO,Europe,2019,Air_pollution_per_100k_people,43.20354269
Mongolia,MNG,Asia,2019,Outdoor_air_pollution_per_100k_people,70.10205944
Mongolia,MNG,Asia,2019,Unsafe_water_source_per_100k_people,1.113713213
Mongolia,MNG,Asia,2019,Secondhand_smoke_per_100k_people,16.45820636
Mongolia,MNG,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,31.21490643
Mongolia,MNG,Asia,2019,Air_pollution_per_100k_people,101.1004105
Montenegro,MNE,Europe,2019,Outdoor_air_pollution_per_100k_people,91.79651077
Montenegro,MNE,Europe,2019,Unsafe_water_source_per_100k_people,0
Montenegro,MNE,Europe,2019,Secondhand_smoke_per_100k_people,39.22653
Montenegro,MNE,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,27.00843049
Montenegro,MNE,Europe,2019,Air_pollution_per_100k_people,118.6441768
Morocco,MAR,Africa,2019,Outdoor_air_pollution_per_100k_people,76.37640035
Morocco,MAR,Africa,2019,Unsafe_water_source_per_100k_people,2.641552508
Morocco,MAR,Africa,2019,Secondhand_smoke_per_100k_people,18.22368237
Morocco,MAR,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,4.624782754
Morocco,MAR,Africa,2019,Air_pollution_per_100k_people,80.56597425
Mozambique,MOZ,Africa,2019,Outdoor_air_pollution_per_100k_people,6.458516004
Mozambique,MOZ,Africa,2019,Unsafe_water_source_per_100k_people,25.21991065
Mozambique,MOZ,Africa,2019,Secondhand_smoke_per_100k_people,4.40143243
Mozambique,MOZ,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,82.60362724
Mozambique,MOZ,Africa,2019,Air_pollution_per_100k_people,88.89044445
Myanmar,MMR,Asia,2019,Outdoor_air_pollution_per_100k_people,49.29844549
Myanmar,MMR,Asia,2019,Unsafe_water_source_per_100k_people,10.44679082
Myanmar,MMR,Asia,2019,Secondhand_smoke_per_100k_people,20.52593606
Myanmar,MMR,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,92.80317356
Myanmar,MMR,Asia,2019,Air_pollution_per_100k_people,140.5424247
Namibia,NAM,Africa,2019,Outdoor_air_pollution_per_100k_people,33.80140306
Namibia,NAM,Africa,2019,Unsafe_water_source_per_100k_people,22.52064461
Namibia,NAM,Africa,2019,Secondhand_smoke_per_100k_people,9.318887423
Namibia,NAM,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,31.67604278
Namibia,NAM,Africa,2019,Air_pollution_per_100k_people,65.02785039
Nauru,NRU,Oceania,2019,Outdoor_air_pollution_per_100k_people,8.242664029
Nauru,NRU,Oceania,2019,Unsafe_water_source_per_100k_people,0
Nauru,NRU,Oceania,2019,Secondhand_smoke_per_100k_people,24.72799209
Nauru,NRU,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Nauru,NRU,Oceania,2019,Air_pollution_per_100k_people,16.48532806
Nepal,NPL,Asia,2019,Outdoor_air_pollution_per_100k_people,83.1492355
Nepal,NPL,Asia,2019,Unsafe_water_source_per_100k_people,16.31839297
Nepal,NPL,Asia,2019,Secondhand_smoke_per_100k_people,15.3854179
Nepal,NPL,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,74.9258753
Nepal,NPL,Asia,2019,Air_pollution_per_100k_people,146.0678257
Netherlands,NLD,Europe,2019,Outdoor_air_pollution_per_100k_people,28.81542985
Netherlands,NLD,Europe,2019,Unsafe_water_source_per_100k_people,0.057653921
Netherlands,NLD,Europe,2019,Secondhand_smoke_per_100k_people,10.37194044
Netherlands,NLD,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.034592353
Netherlands,NLD,Europe,2019,Air_pollution_per_100k_people,28.65399887
New Zealand,NZL,Oceania,2019,Outdoor_air_pollution_per_100k_people,6.687821337
New Zealand,NZL,Oceania,2019,Unsafe_water_source_per_100k_people,0.261086118
New Zealand,NZL,Oceania,2019,Secondhand_smoke_per_100k_people,6.968991003
New Zealand,NZL,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.060250643
New Zealand,NZL,Oceania,2019,Air_pollution_per_100k_people,6.707904884
Nicaragua,NIC,North America,2019,Outdoor_air_pollution_per_100k_people,15.51638344
Nicaragua,NIC,North America,2019,Unsafe_water_source_per_100k_people,2.040839601
Nicaragua,NIC,North America,2019,Secondhand_smoke_per_100k_people,7.262987993
Nicaragua,NIC,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,26.03571109
Nicaragua,NIC,North America,2019,Air_pollution_per_100k_people,41.41703897
Niger,NER,Africa,2019,Outdoor_air_pollution_per_100k_people,13.3427785
Niger,NER,Africa,2019,Unsafe_water_source_per_100k_people,105.428425
Niger,NER,Africa,2019,Secondhand_smoke_per_100k_people,6.095534038
Niger,NER,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,113.0681041
Niger,NER,Africa,2019,Air_pollution_per_100k_people,125.8563553
Nigeria,NGA,Africa,2019,Outdoor_air_pollution_per_100k_people,34.52014233
Nigeria,NGA,Africa,2019,Unsafe_water_source_per_100k_people,77.36769535
Nigeria,NGA,Africa,2019,Secondhand_smoke_per_100k_people,4.87790501
Nigeria,NGA,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,63.08714517
Nigeria,NGA,Africa,2019,Air_pollution_per_100k_people,97.17788233
North Macedonia,MKD,Europe,2019,Outdoor_air_pollution_per_100k_people,133.4332357
North Macedonia,MKD,Europe,2019,Unsafe_water_source_per_100k_people,0.096306919
North Macedonia,MKD,Europe,2019,Secondhand_smoke_per_100k_people,42.85657877
North Macedonia,MKD,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,25.76210072
North Macedonia,MKD,Europe,2019,Air_pollution_per_100k_people,158.9545691
Northern Mariana Islands,MNP,Oceania,2019,Outdoor_air_pollution_per_100k_people,22.06265795
Northern Mariana Islands,MNP,Oceania,2019,Unsafe_water_source_per_100k_people,2.005696177
Northern Mariana Islands,MNP,Oceania,2019,Secondhand_smoke_per_100k_people,24.06835413
Northern Mariana Islands,MNP,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,10.02848089
Northern Mariana Islands,MNP,Oceania,2019,Air_pollution_per_100k_people,34.09683501
Norway,NOR,Europe,2019,Outdoor_air_pollution_per_100k_people,8.489319912
Norway,NOR,Europe,2019,Unsafe_water_source_per_100k_people,0.14959154
Norway,NOR,Europe,2019,Secondhand_smoke_per_100k_people,8.059244234
Norway,NOR,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.018698943
Norway,NOR,Europe,2019,Air_pollution_per_100k_people,8.489319912
Oman,OMN,Asia,2019,Outdoor_air_pollution_per_100k_people,34.24026586
Oman,OMN,Asia,2019,Unsafe_water_source_per_100k_people,0.456247197
Oman,OMN,Asia,2019,Secondhand_smoke_per_100k_people,6.62644739
Oman,OMN,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.130356342
Oman,OMN,Asia,2019,Air_pollution_per_100k_people,34.24026586
Pakistan,PAK,Asia,2019,Outdoor_air_pollution_per_100k_people,55.94122671
Pakistan,PAK,Asia,2019,Unsafe_water_source_per_100k_people,29.31346613
Pakistan,PAK,Asia,2019,Secondhand_smoke_per_100k_people,13.84681169
Pakistan,PAK,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,51.98992106
Pakistan,PAK,Asia,2019,Air_pollution_per_100k_people,105.5369871
Palau,PLW,Oceania,2019,Outdoor_air_pollution_per_100k_people,27.90801518
Palau,PLW,Oceania,2019,Unsafe_water_source_per_100k_people,5.581603036
Palau,PLW,Oceania,2019,Secondhand_smoke_per_100k_people,61.3976334
Palau,PLW,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Palau,PLW,Oceania,2019,Air_pollution_per_100k_people,27.90801518
Panama,PAN,North America,2019,Outdoor_air_pollution_per_100k_people,15.87702113
Panama,PAN,North America,2019,Unsafe_water_source_per_100k_people,2.622543669
Panama,PAN,North America,2019,Secondhand_smoke_per_100k_people,4.678050869
Panama,PAN,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,3.638484009
Panama,PAN,North America,2019,Air_pollution_per_100k_people,19.44462558
Papua New Guinea,PNG,Oceania,2019,Outdoor_air_pollution_per_100k_people,12.39718874
Papua New Guinea,PNG,Oceania,2019,Unsafe_water_source_per_100k_people,27.45615765
Papua New Guinea,PNG,Oceania,2019,Secondhand_smoke_per_100k_people,27.04745912
Papua New Guinea,PNG,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,117.0449713
Papua New Guinea,PNG,Oceania,2019,Air_pollution_per_100k_people,129.4316806
Paraguay,PRY,South America,2019,Outdoor_air_pollution_per_100k_people,16.8299483
Paraguay,PRY,South America,2019,Unsafe_water_source_per_100k_people,1.715153967
Paraguay,PRY,South America,2019,Secondhand_smoke_per_100k_people,10.55125967
Paraguay,PRY,South America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,18.2847664
Paraguay,PRY,South America,2019,Air_pollution_per_100k_people,34.97688983
Peru,PER,South America,2019,Outdoor_air_pollution_per_100k_people,27.40910312
Peru,PER,South America,2019,Unsafe_water_source_per_100k_people,2.230017059
Peru,PER,South America,2019,Secondhand_smoke_per_100k_people,3.6313939
Peru,PER,South America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.430343726
Peru,PER,South America,2019,Air_pollution_per_100k_people,34.77242447
Philippines,PHL,Asia,2019,Outdoor_air_pollution_per_100k_people,29.11556977
Philippines,PHL,Asia,2019,Unsafe_water_source_per_100k_people,6.028222081
Philippines,PHL,Asia,2019,Secondhand_smoke_per_100k_people,19.63113079
Philippines,PHL,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,38.66161366
Philippines,PHL,Asia,2019,Air_pollution_per_100k_people,67.75000479
Poland,POL,Europe,2019,Outdoor_air_pollution_per_100k_people,74.87328948
Poland,POL,Europe,2019,Unsafe_water_source_per_100k_people,0.200181876
Poland,POL,Europe,2019,Secondhand_smoke_per_100k_people,20.47649871
Poland,POL,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,7.396193515
Poland,POL,Europe,2019,Air_pollution_per_100k_people,81.96657621
Portugal,PRT,Europe,2019,Outdoor_air_pollution_per_100k_people,23.2445933
Portugal,PRT,Europe,2019,Unsafe_water_source_per_100k_people,0.233320886
Portugal,PRT,Europe,2019,Secondhand_smoke_per_100k_people,17.21713707
Portugal,PRT,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.330537922
Portugal,PRT,Europe,2019,Air_pollution_per_100k_people,23.43902737
Puerto Rico,PRI,North America,2019,Outdoor_air_pollution_per_100k_people,13.58927937
Puerto Rico,PRI,North America,2019,Unsafe_water_source_per_100k_people,2.129195847
Puerto Rico,PRI,North America,2019,Secondhand_smoke_per_100k_people,12.77517508
Puerto Rico,PRI,North America,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.031311704
Puerto Rico,PRI,North America,2019,Air_pollution_per_100k_people,13.58927937
Qatar,QAT,Asia,2019,Outdoor_air_pollution_per_100k_people,19.52098773
Qatar,QAT,Asia,2019,Unsafe_water_source_per_100k_people,0.071244481
Qatar,QAT,Asia,2019,Secondhand_smoke_per_100k_people,4.167802126
Qatar,QAT,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Qatar,QAT,Asia,2019,Air_pollution_per_100k_people,19.41412101
Romania,ROU,Europe,2019,Outdoor_air_pollution_per_100k_people,76.0028264
Romania,ROU,Europe,2019,Unsafe_water_source_per_100k_people,0.19616297
Romania,ROU,Europe,2019,Secondhand_smoke_per_100k_people,32.22751105
Romania,ROU,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,12.56475443
Romania,ROU,Europe,2019,Air_pollution_per_100k_people,88.46949934
Rwanda,RWA,Africa,2019,Outdoor_air_pollution_per_100k_people,14.80324001
Rwanda,RWA,Africa,2019,Unsafe_water_source_per_100k_people,23.8020517
Rwanda,RWA,Africa,2019,Secondhand_smoke_per_100k_people,4.324104318
Rwanda,RWA,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,58.18452441
Rwanda,RWA,Africa,2019,Air_pollution_per_100k_people,72.34888775
Samoa,WSM,Oceania,2019,Outdoor_air_pollution_per_100k_people,19.82020245
Samoa,WSM,Oceania,2019,Unsafe_water_source_per_100k_people,3.303367075
Samoa,WSM,Oceania,2019,Secondhand_smoke_per_100k_people,31.14603242
Samoa,WSM,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,65.59543192
Samoa,WSM,Oceania,2019,Air_pollution_per_100k_people,85.41563436
San Marino,SMR,Europe,2019,Outdoor_air_pollution_per_100k_people,20.48101118
San Marino,SMR,Europe,2019,Unsafe_water_source_per_100k_people,0
San Marino,SMR,Europe,2019,Secondhand_smoke_per_100k_people,8.777576219
San Marino,SMR,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
San Marino,SMR,Europe,2019,Air_pollution_per_100k_people,20.48101118
Sao Tome and Principe,STP,Africa,2019,Outdoor_air_pollution_per_100k_people,25.62919678
Sao Tome and Principe,STP,Africa,2019,Unsafe_water_source_per_100k_people,4.193868564
Sao Tome and Principe,STP,Africa,2019,Secondhand_smoke_per_100k_people,2.795912376
Sao Tome and Principe,STP,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,40.54072945
Sao Tome and Principe,STP,Africa,2019,Air_pollution_per_100k_people,65.23795544
Saudi Arabia,SAU,Asia,2019,Outdoor_air_pollution_per_100k_people,50.53400248
Saudi Arabia,SAU,Asia,2019,Unsafe_water_source_per_100k_people,0.421465583
Saudi Arabia,SAU,Asia,2019,Secondhand_smoke_per_100k_people,11.26792422
Saudi Arabia,SAU,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.103273024
Saudi Arabia,SAU,Asia,2019,Air_pollution_per_100k_people,50.34141224
Senegal,SEN,Africa,2019,Outdoor_air_pollution_per_100k_people,21.66769235
Senegal,SEN,Africa,2019,Unsafe_water_source_per_100k_people,33.42336852
Senegal,SEN,Africa,2019,Secondhand_smoke_per_100k_people,9.455788439
Senegal,SEN,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,56.71598155
Senegal,SEN,Africa,2019,Air_pollution_per_100k_people,78.0149419
Serbia,SRB,Europe,2019,Outdoor_air_pollution_per_100k_people,154.3648271
Serbia,SRB,Europe,2019,Unsafe_water_source_per_100k_people,0.201577052
Serbia,SRB,Europe,2019,Secondhand_smoke_per_100k_people,50.1062959
Serbia,SRB,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,28.35037259
Serbia,SRB,Europe,2019,Air_pollution_per_100k_people,182.3984358
Seychelles,SYC,Africa,2019,Outdoor_air_pollution_per_100k_people,35.85147247
Seychelles,SYC,Africa,2019,Unsafe_water_source_per_100k_people,4.09731114
Seychelles,SYC,Africa,2019,Secondhand_smoke_per_100k_people,19.46222791
Seychelles,SYC,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0
Seychelles,SYC,Africa,2019,Air_pollution_per_100k_people,36.87580026
Sierra Leone,SLE,Africa,2019,Outdoor_air_pollution_per_100k_people,19.77176597
Sierra Leone,SLE,Africa,2019,Unsafe_water_source_per_100k_people,40.38858542
Sierra Leone,SLE,Africa,2019,Secondhand_smoke_per_100k_people,10.33947787
Sierra Leone,SLE,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,97.09415934
Sierra Leone,SLE,Africa,2019,Air_pollution_per_100k_people,116.4558258
Singapore,SGP,Asia,2019,Outdoor_air_pollution_per_100k_people,24.16031085
Singapore,SGP,Asia,2019,Unsafe_water_source_per_100k_people,0.087664408
Singapore,SGP,Asia,2019,Secondhand_smoke_per_100k_people,5.189732955
Singapore,SGP,Asia,2019,Household_air_pollution_from_solid_fuels_per_100k_people,0.035065763
Singapore,SGP,Asia,2019,Air_pollution_per_100k_people,24.09017932
Slovenia,SVN,Europe,2019,Outdoor_air_pollution_per_100k_people,42.42512755
Slovenia,SVN,Europe,2019,Unsafe_water_source_per_100k_people,0.047883891
Slovenia,SVN,Europe,2019,Secondhand_smoke_per_100k_people,16.47205855
Slovenia,SVN,Europe,2019,Household_air_pollution_from_solid_fuels_per_100k_people,2.968801251
Slovenia,SVN,Europe,2019,Air_pollution_per_100k_people,45.01085767
Solomon Islands,SLB,Oceania,2019,Outdoor_air_pollution_per_100k_people,16.14831561
Solomon Islands,SLB,Oceania,2019,Unsafe_water_source_per_100k_people,27.11139227
Solomon Islands,SLB,Oceania,2019,Secondhand_smoke_per_100k_people,40.29671419
Solomon Islands,SLB,Oceania,2019,Household_air_pollution_from_solid_fuels_per_100k_people,179.4092679
Solomon Islands,SLB,Oceania,2019,Air_pollution_per_100k_people,195.5575836
Somalia,SOM,Africa,2019,Outdoor_air_pollution_per_100k_people,5.324973563
Somalia,SOM,Africa,2019,Unsafe_water_source_per_100k_people,90.41191893
Somalia,SOM,Africa,2019,Secondhand_smoke_per_100k_people,8.378542421
Somalia,SOM,Africa,2019,Household_air_pollution_from_solid_fuels_per_100k_people,172.4077516
Somalia,SOM,Africa,2019,Air_pollution_per_100k_people,177.2947132
